timestamp,home_team_name,away_team_name,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,average_goals_per_match_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,home_team_result
1530468000,Croatia,Denmark,,3.0,1.67,2.0,1.5,1,1,2,2,1,1,4,1,5,4,0,0,1,0,0,0,0,1,14,13,7,4,7,9,5,19,53,47,1.84,9.0,4.34,2.05,3.2,4.6,1.53,2.6,5.2,13.0,2.15,1.61,D
1530540000,Brazil,Mexico,,2.33,2.0,2.0,1.5,2,0,2,0,0,0,"51,88",,8,7,2,0,4,0,1,1,1,3,17,7,11,2,6,5,6,17,48,52,2.17,12.66,2.67,1.5,4.35,8.0,1.29,1.91,3.25,6.5,2.0,1.71,W
1530554400,Belgium,Japan,,3.0,1.33,2.57,1.0,3,2,5,0,0,0,"69,74,90'4","48,52",10,6,0,0,1,0,0,0,1,0,18,9,9,5,9,4,13,9,57,43,3.17,9.66,3.0,1.38,5.05,9.75,1.25,1.8,3.0,6.0,2.0,1.71,W
1530626400,Sweden,Switzerland,,2.0,1.67,1.8,1.25,1,0,1,0,0,0,66,,3,11,1,0,2,1,1,0,0,3,10,9,4,5,6,4,11,13,32,68,2.67,9.0,4.0,3.35,2.95,2.6,1.57,2.75,5.65,10.5,2.2,1.59,W
1530640800,Colombia,England,,2.0,2.0,1.75,1.43,1,1,2,0,0,0,90'3,57,2,7,6,0,2,0,1,5,0,2,12,12,5,3,7,9,23,13,47,53,3.0,9.34,2.34,4.0,3.25,2.15,1.51,2.55,5.1,10.5,2.15,1.62,D
1530885600,Uruguay,France,,3.0,2.5,2.4,2.71,0,2,2,1,0,1,,"40,61",4,3,2,0,2,0,1,1,1,1,11,11,5,3,6,8,17,15,38,62,2.38,6.5,1.75,4.55,3.15,2.05,1.59,2.75,5.75,13.0,2.3,1.56,L
1530900000,Brazil,Belgium,,2.5,3.0,2.0,2.57,1,2,3,2,0,2,76,"13,31",8,4,2,0,2,0,0,2,0,2,17,8,10,4,7,4,14,16,58,42,3.0,14.75,2.5,2.15,3.55,3.8,1.25,1.77,2.95,5.5,1.62,2.15,L
1530972000,Sweden,England,,2.25,1.75,1.8,1.43,0,2,2,1,0,1,,"30,58",1,6,2,0,1,0,0,2,0,1,6,7,4,3,2,4,10,7,42,58,2.63,9.75,2.5,5.3,3.3,1.95,1.48,2.45,4.8,10.0,2.15,1.62,L
1530986400,Russia,Croatia,,1.75,2.5,1.6,2.0,2,2,4,2,1,1,"31,115","39,100",6,8,1,0,4,0,0,1,2,2,13,15,6,4,7,11,25,18,35,65,3.0,9.5,3.75,4.3,3.25,2.05,1.5,2.5,5.0,12.0,2.1,1.65,D
1531245600,France,Belgium,,2.6,3.0,2.71,2.57,1,0,1,0,0,0,51,,4,5,2,0,3,0,0,2,0,3,14,9,6,4,8,5,6,16,36,64,3.2,9.0,3.0,2.45,3.3,3.2,1.33,2.0,3.6,6.5,1.71,2.0,W
1531332000,Croatia,England,,2.2,2.0,2.0,1.43,2,1,3,1,0,1,"68,109",5,8,4,2,0,1,0,0,2,0,1,19,9,8,3,11,6,23,14,55,45,2.9,11.2,3.4,3.45,3.05,2.35,1.49,2.5,4.9,15.0,2.05,1.69,W
1531576800,Belgium,England,,2.5,1.67,2.57,1.43,2,0,2,1,1,0,"4,82",,4,5,1,0,2,0,0,1,0,2,8,14,5,7,3,7,11,4,42,58,3.17,11.5,2.67,2.3,3.75,3.1,1.2,1.62,2.6,6.5,1.56,2.3,W
1531666800,France,Croatia,,2.67,2.33,2.71,2.0,4,2,6,3,2,1,"18,38,59,65","28,69",2,6,2,0,1,0,2,0,0,1,7,14,7,5,0,9,13,13,34,66,2.58,8.84,4.0,2.0,3.25,4.55,1.57,2.75,5.65,15.0,2.25,1.57,W
